id,player_name,team,position,r0_score,starting_price,hidden_price,breakeven,breakeven_to_hit_hidden_price
1008089,Isaac Quaynor,COL,DEF,95,630000,658000,8,41
1008123,Jake Riccardi,GWS,RUC/FWD,95,715000,736000,30,55
291969,Stephen Coniglio,GWS,MID,94,783000,797000,50,66
998133,Jarrod Berry,BRL,MID,94,892000,897000,78,84
1008454,Connor Budarick,WBD,FWD,94,506000,543000,-22,21
1025034,Oliver Dempsey,GEE,MID,94,763000,779000,44,63
297373,Marcus Bontempelli,WBD,MID,92,1167000,1148000,152,130
298290,Marc Pittonet,CAR,RUC,92,671000,693000,24,49
1002222,James Worpel,GEE,MID,92,775000,788000,51,66
1006126,James Rowbottom,SYD,MID,92,824000,833000,64,74
1000981,Daniel Rioli,GCS,DEF,90,747000,761000,47,63
1032629,Joe Fonti,GWS,DEF,90,521000,553000,-11,26
295584,Bradley Hill,STK,MID/FWD,89,782000,792000,58,69
297566,James Sicily,HAW,DEF,89,830000,836000,70,77
996701,Clayton Oliver,GWS,MID,89,941000,939000,98,95
290799,Tom Liberatore,WBD,MID,88,1044000,1032000,127,113
294305,Lachie Whitfield,GWS,DEF,87,1104000,1086000,144,123
1023266,Finn Callaghan,GWS,MID,86,1038000,1025000,128,113
1023500,Bailey Humphrey,GCS,MID/FWD,86,717000,730000,45,61
998103,Oliver Florent,CAR,MID,85,629000,648000,25,47
1004912,Tom De Koning,STK,RUC,84,889000,887000,92,90
1009253,Lachie Ash,GWS,DEF,84,1050000,1034000,135,116
1014026,Kai Lohmann,BRL,FWD,84,486000,516000,-11,25
1020895,Jai Newcombe,HAW,MID,83,907000,902000,99,94
1012857,Jack Ginnivan,HAW,FWD,82,790000,793000,72,75
1017067,Darcy Wilmot,BRL,DEF,82,835000,835000,83,83
1028515,Jagga Smith,CAR,MID,82,230000,280000,-75,-16
998205,Harry Perryman,COL,DEF,80,660000,672000,41,55
1005992,Joel Jeffrey,GCS,DEF,80,794000,795000,76,77
1006130,Bailey Smith,GEE,MID,80,1220000,1187000,185,146
1012210,Matt Roberts,SYD,DEF,80,868000,864000,94,89
291975,Jarrod Witts,GCS,RUC,79,969000,956000,122,106
991773,Billy Frampton,COL,DEF,79,445000,474000,-13,21
994185,Jordan De Goey,COL,MID/FWD,79,812000,812000,81,81
1007102,Mark O'Connor,GEE,DEF,79,676000,686000,47,59
1017094,Connor Macdonald,HAW,FWD,79,714000,721000,57,65
1027790,Hugo Garcia,STK,MID,79,687000,696000,50,60
1013233,Jack Carroll,STK,MID,78,332000,370000,-41,4
1017396,Mac Andrew,GCS,DEF,78,587000,604000,25,45
1028019,Logan Morris,BRL,FWD,78,605000,620000,30,48
295344,Toby Greene,GWS,FWD,77,850000,845000,94,88
998134,Josh Battle,HAW,DEF,77,737000,740000,66,70
1001028,Jack Silvagni,STK,DEF,77,680000,688000,51,61
1023708,Jaspa Fletcher,BRL,DEF,77,871000,864000,100,92
1012014,Chad Warner,SYD,MID,76,924000,912000,115,101
1028493,Lachie Jaques,WBD,DEF,76,230000,275000,-65,-12
1032108,Cooper Lord,CAR,MID,76,630000,640000,41,53
291800,Tom Stewart,GEE,DEF,75,844000,838000,96,89
294036,George Hewett,CAR,MID,75,1037000,1015000,146,120
1004870,Zach Guthrie,GEE,DEF,75,805000,802000,86,82
1027875,Darcy Wilson,STK,MID/FWD,75,668000,675000,52,60
1029301,Leonardo Lombard,GCS,FWD,75,230000,274000,-63,-11
1020855,Max Hall,STK,FWD,74,694000,698000,60,65
993834,Josh Dunkley,BRL,MID,73,1128000,1096000,174,136
1006059,Keidean Coleman,BRL,DEF,73,559000,574000,26,44
1015507,Nasiah Wanganeen-Milera,STK,DEF,73,1163000,1128000,183,142
1017110,Josh Ward,HAW,MID,73,796000,792000,87,82
1027877,Connor O'Sullivan,GEE,DEF,73,603000,614000,38,51
1017091,Jai Serong,SYD,DEF,72,274000,312000,-47,-2
1023473,Nick Watson,HAW,FWD,72,523000,540000,18,38
298524,Lachie Weller,GCS,MID,71,571000,583000,33,47
993917,Ben Long,GCS,FWD,70,652000,657000,55,61
1000980,Lloyd Meek,HAW,RUC,70,978000,956000,139,114
1020339,Angus Sheldrick,SYD,MID,70,651000,656000,55,60
996708,Bailey Dale,WBD,DEF,69,965000,944000,137,112
1000963,Harry Morrison,HAW,MID,69,744000,741000,80,76
1007881,Wil Powell,GCS,DEF,69,701000,701000,69,69
1023495,Oliver Hollands,CAR,DEF,69,799000,791000,95,85
296254,Jarman Impey,HAW,DEF,68,810000,801000,98,88
1002312,Zac Bailey,BRL,MID/FWD,68,876000,861000,116,98
1004757,Beau McCreery,COL,FWD,68,568000,578000,37,48
1027925,Harvey Thomas,GWS,FWD,68,537000,549000,29,43
1028560,Levi Ashcroft,BRL,MID,68,781000,774000,91,83
993905,Callum Mills,SYD,DEF,67,944000,923000,135,110
998114,Jack Scrimshaw,HAW,DEF,67,564000,573000,38,48
1000887,Mitch Lewis,HAW,FWD,67,420000,441000,0,25
1008436,Kieren Briggs,GWS,RUC,67,738000,734000,81,77
993107,Harry Himmelberg,GWS,DEF,66,820000,808000,105,91
996731,Charlie Curnow,SYD,FWD,66,690000,689000,71,70
1009317,Bruce Reville,BRL,MID,66,461000,478000,12,32
1017124,Ned Long,COL,MID,66,808000,797000,102,89
1020137,Mattaes Phillipou,STK,FWD,66,610000,615000,51,56
298211,Darcy Fort,BRL,RUC,65,726000,721000,82,76
1008224,Riley Bice,SYD,DEF,65,595000,6e+05,49,55
1018018,Cooper Sharman,STK,FWD,65,667000,667000,66,66
295446,Sam Collins,GCS,DEF,64,544000,552000,37,47
298280,Jayden Laverde,GWS,DEF,64,689000,686000,74,71
996059,Harris Andrews,BRL,DEF,64,653000,653000,65,65
1006127,Rhylee West,WBD,FWD,64,688000,685000,74,70
1013257,Sam Clohesy,GCS,MID,64,652000,652000,65,65
1034411,Ty Gallop,BRL,FWD,64,263000,295000,-36,1
1012862,Elijah Hollands,CAR,FWD,63,668000,666000,70,68
1013464,Lawson Humphries,GEE,DEF,63,740000,732000,89,80
1017126,Sam Darcy,WBD,FWD,63,863000,845000,121,100
1021122,Harry Rowston,GWS,MID,63,544000,552000,38,48
291351,Jack Gunston,HAW,FWD,62,777000,765000,100,86
295342,Jake Lloyd,SYD,MID,62,883000,862000,128,103
296733,Mark Blicavs,GEE,RUC,62,744000,735000,91,81
1002404,Aaron Naughton,WBD,FWD,62,753000,743000,94,82
1023272,Mitch Owens,STK,FWD,62,633000,633000,63,63
1027033,Ethan Read,GCS,FWD,62,453000,467000,17,33
1006028,Nick Blakey,SYD,DEF,61,892000,870000,131,106
1007124,Conor Nash,HAW,MID,61,777000,764000,102,87
1008083,Connor Idun,GWS,DEF,61,763000,752000,98,85
1020621,Michael Sellwood,WBD,DEF,61,230000,262000,-40,-2
998130,Ben Ainsworth,CAR,FWD,60,615000,615000,61,61
1009708,Jack Buckley,GWS,DEF,60,579000,581000,53,55
1013268,Alex Davies,GCS,MID,60,611000,611000,61,61
1017057,Campbell Chesser,CAR,MID,60,555000,559000,47,51
297255,Mitch McGovern,CAR,DEF,59,657000,653000,73,69
1008091,Joel Amartey,SYD,FWD,59,534000,539000,43,49
1020097,Ashton Moir,CAR,FWD,59,426000,440000,15,31
993832,Jacob Weitering,CAR,DEF,58,645000,641000,72,67
997100,Will Hayward,CAR,FWD,58,585000,585000,58,58
990704,Patrick Cripps,CAR,MID,57,931000,902000,149,114
1017665,Bodhi Uwland,GCS,DEF,57,662000,656000,78,71
994077,Mabior Chol,HAW,FWD,56,627000,623000,71,66
1009241,Brodie Kemp,CAR,FWD,56,594000,592000,63,60
1013409,James Jordon,SYD,MID,56,597000,595000,63,61
297354,Karl Amon,HAW,DEF,54,930000,899000,153,116
1032650,Zane Zakostelsky,BRL,DEF/RUC,54,230000,256000,-28,3
293801,Jamie Elliott,COL,FWD,53,711000,697000,98,81
295467,Jack Macrae,STK,MID,53,954000,920000,161,121
1000864,Lachlan Bramble,WBD,DEF,53,696000,683000,94,79
1027501,Roan Steele,COL,MID,53,381000,394000,12,28
1027704,Joel Freijah,WBD,MID/FWD,53,748000,731000,107,87
296324,Jesse Hogan,GWS,FWD,52,685000,672000,93,78
993878,Shaun Mannagh,GEE,FWD,52,924000,892000,154,117
1004385,Oscar Allen,BRL,FWD,52,522000,522000,51,51
1015777,Ryan Angwin,GWS,MID,52,695000,682000,95,79
294685,Zac Williams,CAR,FWD,50,643000,632000,85,72
1010708,Sam Butler,HAW,MID/FWD,50,489000,490000,46,47
280965,Steele Sidebottom,COL,MID,49,905000,872000,154,115
1000953,Harry McKay,CAR,FWD,49,821000,795000,133,102
1002235,Cam Rayner,BRL,FWD,49,736000,717000,110,88
1008198,Tom McCartin,SYD,DEF,49,583000,576000,71,63
1027935,Josh Weddle,HAW,DEF,49,731000,712000,110,87
295340,Mason Wood,STK,MID/FWD,48,721000,702000,109,86
990740,Rory Lobb,WBD,DEF,48,578000,571000,71,63
1002227,Jack Higgins,STK,FWD,48,545000,541000,62,58
1008855,Oskar Baker,WBD,DEF/MID,48,590000,582000,74,65
1012860,Oliver Henry,GEE,FWD,48,430000,434000,34,39
1033084,Harry Dean,CAR,DEF,48,342000,354000,11,25
1005144,Massimo D'Ambrosio,HAW,MID,47,739000,718000,115,90
993794,Blake Hardwick,HAW,DEF,46,658000,643000,95,77
1029148,Hugh Boxshall,STK,MID,46,576000,567000,75,64
1032042,Phoenix Gothard,GWS,FWD,46,230000,249000,-15,8
1000937,Jack Henry,GEE,DEF,45,632000,618000,90,74
1009229,Sam De Koning,GEE,DEF,45,586000,576000,78,66
1013230,Logan McDonald,SYD,FWD,45,432000,434000,39,41
290307,Dane Rampe,SYD,DEF,44,582000,571000,79,66
1015515,Oscar Adams,GCS,DEF,44,260000,275000,-4,14
1006314,Dylan Moore,HAW,FWD,43,858000,823000,153,112
1021103,Mitch Knevitt,GEE,MID,43,495000,491000,58,53
1026960,Will Graham,GCS,FWD,42,578000,566000,81,67
1029297,Zeke Uwland,GCS,DEF/MID,42,346000,352000,22,29
996765,Tom Papley,SYD,FWD,41,650000,631000,102,79
997316,Lewis Young,CAR,DEF,41,493000,487000,61,54
296190,Jack Martin,GEE,FWD,40,766000,737000,133,99
1005986,Malcolm Rosas,SYD,FWD,40,350000,354000,26,31
1016433,Shannon Neale,GEE,FWD,40,643000,624000,101,79
1023346,Liam Reidy,CAR,RUC/FWD,40,394000,395000,37,38
1032966,James O'Donnell,WBD,DEF,40,480000,474000,59,52
1006144,Ben King,GCS,FWD,39,528000,518000,73,61
1022915,Edward Allan,COL,MID,38,508000,498000,70,58
1023537,Jhye Clark,GEE,MID,38,451000,446000,55,49
1029456,Cooper Hynes,WBD,FWD,38,267000,275000,9,19
1036123,Sam Davidson,WBD,MID,38,693000,668000,118,88
1006232,Sam Wicks,SYD,DEF,37,587000,570000,92,72
1014038,Callum Brown,GWS,FWD,37,607000,588000,97,75
1002228,Lachie Fogarty,CAR,FWD,36,584000,566000,93,72
1006135,Xavier O'Halloran,GWS,MID,36,603000,584000,97,75
1004364,Liam Ryan,STK,FWD,35,599000,579000,98,75
1012873,Wil Parker,COL,DEF,33,302000,304000,25,28
1023784,Anthony Caminiti,STK,DEF,33,564000,545000,93,70
1027921,Max Gruzewski,GWS,FWD,33,361000,359000,40,38
297504,Daniel McStay,COL,FWD,32,593000,571000,102,76
998782,Buku Khamis,WBD,DEF/FWD,32,501000,487000,78,61
294596,Tim Membrey,COL,FWD,31,543000,525000,90,69
1020586,Arthur Jones,WBD,MID/FWD,31,327000,327000,34,34
295461,Adam Saad,CAR,DEF,30,703000,670000,134,95
992468,Rowan Marshall,STK,RUC,28,1110000,1042000,243,162
999715,Jy Farrar,GCS,FWD,28,565000,542000,101,74
1024982,Oisin Mullin,GEE,DEF/MID,28,489000,472000,82,62
296269,Darcy Gardiner,BRL,DEF,27,437000,424000,69,54
996743,Lewis Melican,SYD,DEF,27,483000,466000,81,61
1009421,Finn Maginness,HAW,FWD,25,513000,492000,92,67
1009392,Jack Buller,COL,FWD,24,481000,462000,85,63
990290,Tom Barrass,HAW,DEF,22,432000,415000,76,56
1000978,Hugh McCluggage,BRL,MID,20,1072000,1e+06,246,161
1013996,Jordan Croft,WBD,FWD,20,478000,456000,91,65
1030433,Alixzander Tauru,STK,DEF,20,442000,423000,82,59
999326,Brad Close,GEE,FWD,18,566000,535000,117,81
1029030,Josaia Delana,GWS,FWD,13,232000,230000,33,31
270917,Patrick Dangerfield,GEE,FWD,,667000,667000,65.5214073494918,65.5214073494918
280317,Rhys Stanley,GEE,RUC,,675000,675000,66.3072713057076,66.3072713057076
280506,Taylor Walker,ADE,FWD,,645000,645000,63.3602814698984,63.3602814698984
280824,Jake Melksham,MEL,FWD,,571000,571000,56.0910398749023,56.0910398749023
281085,Steven May,MEL,DEF,,757000,757000,74.3623768569195,74.3623768569195
290246,Tom Campbell,MEL,RUC,,297000,297000,29.1751993745113,29.1751993745113
290528,Max Gawn,MEL,RUC,,1188000,1188000,116.700797498045,116.700797498045
290627,Dion Prestia,RIC,MID,,827000,827000,81.2386864738077,81.2386864738077
290778,Luke Parker,NTH,MID,,909000,909000,89.2937920250195,89.2937920250195
290826,Jamie Cripps,WCE,FWD,,610000,610000,59.9221266614543,59.9221266614543
290838,Jack Darling,NTH,FWD,,536000,536000,52.6528850664582,52.6528850664582
291313,Jeremy Howe,COL,DEF,,544000,544000,53.438749022674,53.438749022674
291533,Tom McDonald,MEL,DEF,,624000,624000,61.2973885848319,61.2973885848319
291776,Taylor Adams,SYD,FWD,,581000,581000,57.073369820172,57.073369820172
291790,Adam Treloar,WBD,MID/FWD,,946000,946000,92.9284128225176,92.9284128225176
291849,Brody Mihocek,MEL,FWD,,616000,616000,60.5115246286161,60.5115246286161
291902,Jack Viney,MEL,MID,,927000,927000,91.0619859265051,91.0619859265051
291978,Harry Cunningham,SYD,DEF,,607000,607000,59.6274276778733,59.6274276778733
292128,Elliot Yeo,WCE,MID,,667000,667000,65.5214073494918,65.5214073494918
293222,Rory Laird,ADE,DEF,,971000,971000,95.3842376856919,95.3842376856919
293581,Lincoln McCarthy,BRL,FWD,,452000,452000,44.4013135261923,44.4013135261923
293813,Tom Lynch,RIC,FWD,,551000,551000,54.1263799843628,54.1263799843628
293845,Jeremy Cameron,GEE,FWD,,877000,877000,86.1503362001564,86.1503362001564
293883,Jed Bews,GEE,DEF,,523000,523000,51.3758561376075,51.3758561376075
294318,Ollie Wines,PTA,MID,,938000,938000,92.1425488663018,92.1425488663018
294469,Aliir Aliir,PTA,DEF,,597000,597000,58.6450977326036,58.6450977326036
294508,Aidan Corr,NTH,DEF,,576000,576000,56.5822048475372,56.5822048475372
294613,Jaeger O'Meara,FRE,MID,,663000,663000,65.1284753713839,65.1284753713839
294674,Nick Vlastuin,RIC,DEF,,811000,811000,79.6669585613761,79.6669585613761
295136,Caleb Daniel,NTH,DEF,,892000,892000,87.623831118061,87.623831118061
295203,Nathan Broad,RIC,DEF,,638000,638000,62.6726505082095,62.6726505082095
295222,Joel Hamling,SYD,DEF,,348000,348000,34.185082095387,34.185082095387
295265,Nick Haynes,CAR,DEF,,794000,794000,77.9969976544175,77.9969976544175
295898,Tim Kelly,WCE,MID/FWD,,664000,664000,65.2267083659109,65.2267083659109
296205,Jack Steele,MEL,MID,,1006000,1006000,98.822392494136,98.822392494136
296291,Jake Kolodjashnij,GEE,DEF,,434000,434000,42.6331196247068,42.6331196247068
296294,Blake Acres,CAR,MID,,773000,773000,75.9341047693511,75.9341047693511
296347,Josh Kelly,GWS,MID,,848000,848000,83.3015793588741,83.3015793588741
296355,Luke McDonald,NTH,DEF,,636000,636000,62.4761845191556,62.4761845191556
296359,Christian Salem,MEL,DEF,,975000,975000,95.7771696637998,95.7771696637998
296420,Alex Neal-Bullen,ADE,FWD,,728000,728000,71.5136200156372,71.5136200156372
297456,Nick Holman,GCS,MID/FWD,,385000,385000,37.8197028928851,37.8197028928851
297523,Reilly O'Brien,ADE,RUC,,953000,953000,93.6160437842064,93.6160437842064
297899,James Harmes,WBD,MID,,701000,701000,68.8613291634089,68.8613291634089
297907,Nic Newman,CAR,DEF,,753000,753000,73.9694448788116,73.9694448788116
298174,Toby Nankervis,RIC,RUC,,956000,956000,93.9107427677873,93.9107427677873
298264,Ed Langdon,MEL,MID/FWD,,778000,778000,76.4252697419859,76.4252697419859
298268,Liam Duggan,WCE,DEF,,830000,830000,81.5333854573886,81.5333854573886
298281,Jake Lever,MEL,DEF,,553000,553000,54.3228459734167,54.3228459734167
298288,Darcy Moore,COL,DEF,,466000,466000,45.77657544957,45.77657544957
298289,Peter Wright,ESS,FWD,,776000,776000,76.228803752932,76.228803752932
298409,Alex Pearce,FRE,DEF,,482000,482000,47.3483033620016,47.3483033620016
298421,Jade Gresham,ESS,FWD,,563000,563000,55.3051759186865,55.3051759186865
298437,Callum Ah Chee,ADE,FWD,,656000,656000,64.4408444096951,64.4408444096951
298470,Shane McAdam,MEL,FWD,,326000,326000,32.0239562157936,32.0239562157936
298630,Kyle Langford,ESS,FWD,,718000,718000,70.5312900703675,70.5312900703675
990827,Jack Graham,WCE,MID/FWD,,867000,867000,85.1680062548866,85.1680062548866
990882,Wayne Milera,ADE,DEF,,756000,756000,74.2641438623925,74.2641438623925
991930,Darcy Byrne-Jones,PTA,FWD,,593000,593000,58.2521657544957,58.2521657544957
992016,Zach Merrett,ESS,MID,,1078000,1078000,105.895168100078,105.895168100078
992049,Jayden Short,RIC,DEF,,913000,913000,89.6867240031274,89.6867240031274
992059,Sam Switkowski,FRE,FWD,,578000,578000,56.7786708365911,56.7786708365911
992242,Jordan Dawson,ADE,MID,,1156000,1156000,113.557341673182,113.557341673182
992330,Jordon Sweet,PTA,RUC,,854000,854000,83.890977326036,83.890977326036
992374,Dan Butler,STK,FWD,,414000,414000,40.6684597341673,40.6684597341673
992472,Oscar McDonald,FRE,DEF,,472000,472000,46.3659734167318,46.3659734167318
993480,Dougal Howard,STK,DEF,,475000,475000,46.6606724003127,46.6606724003127
993799,Brayden Fiorini,ESS,MID,,900000,9e+05,88.4096950742768,88.4096950742768
993817,Darcy Parish,ESS,MID,,759000,759000,74.5588428459734,74.5588428459734
993820,Tom Cole,WCE,DEF,,697000,697000,68.468397185301,68.468397185301
993902,Matt Flynn,WCE,RUC,,826000,826000,81.1404534792807,81.1404534792807
993903,Jacob Hopper,RIC,MID,,884000,884000,86.8379671618452,86.8379671618452
993940,Corey Wagner,FRE,MID,,674000,674000,66.2090383111806,66.2090383111806
993946,Ben Keays,ADE,FWD,,831000,831000,81.6316184519156,81.6316184519156
993953,Eric Hipwood,BRL,FWD,,576000,576000,56.5822048475372,56.5822048475372
993979,Sam Powell-Pepper,PTA,FWD,,673000,673000,66.1108053166536,66.1108053166536
993993,Shai Bolton,FRE,MID/FWD,,734000,734000,72.1030179827991,72.1030179827991
993998,Jy Simpkin,NTH,MID/FWD,,872000,872000,85.6591712275215,85.6591712275215
996232,Matt Guelfi,ESS,FWD,,445000,445000,43.7136825645035,43.7136825645035
996554,Jake Waterman,WCE,FWD,,755000,755000,74.1659108678655,74.1659108678655
997033,Brennan Cox,FRE,DEF,,466000,466000,45.77657544957,45.77657544957
997078,Mason Redman,ESS,DEF,,900000,9e+05,88.4096950742768,88.4096950742768
997142,Peter Ladhams,SYD,RUC/FWD,,534000,534000,52.4564190774042,52.4564190774042
997230,Tyson Stengle,GEE,FWD,,647000,647000,63.5567474589523,63.5567474589523
997501,Ryan Gardner,WBD,DEF,,230000,230000,22.5935887412041,22.5935887412041
997846,Conor McKenna,BRL,FWD,,538000,538000,52.8493510555121,52.8493510555121
997933,Griffin Logue,NTH,DEF,,494000,494000,48.5270992963253,48.5270992963253
998102,Andrew McGrath,ESS,DEF,,786000,786000,77.2111336982017,77.2111336982017
998129,Will Brodie,PTA,MID,,457000,457000,44.8924784988272,44.8924784988272
998145,Sean Darcy,FRE,RUC,,674000,674000,66.2090383111806,66.2090383111806
998172,Tim Taranto,RIC,MID,,985000,985000,96.7594996090696,96.7594996090696
998180,Bailey Banfield,FRE,DEF,,556000,556000,54.6175449569977,54.6175449569977
998215,Will Setterfield,ESS,MID,,1006000,1006000,98.822392494136,98.822392494136
998260,Jack Bowes,GEE,MID,,617000,617000,60.6097576231431,60.6097576231431
998390,Changkuoth Jiath,MEL,DEF,,563000,563000,55.3051759186865,55.3051759186865
998480,Lachlan Sullivan,COL,FWD,,460000,460000,45.1871774824081,45.1871774824081
998484,Cameron Zurhaar,NTH,FWD,,605000,605000,59.4309616888194,59.4309616888194
998529,Ivan Soldo,PTA,RUC/FWD,,555000,555000,54.5193119624707,54.5193119624707
998647,Mason Cox,FRE,RUC/FWD,,497000,497000,48.8217982799062,48.8217982799062
998659,Luke Ryan,FRE,DEF,,859000,859000,84.3821422986708,84.3821422986708
999321,Michael Frederick,FRE,FWD,,617000,617000,60.6097576231431,60.6097576231431
999331,Darcy Fogarty,ADE,FWD,,622000,622000,61.100922595778,61.100922595778
999391,Tom Sparrow,MEL,FWD,,641000,641000,62.9673494917905,62.9673494917905
999827,Zac Fisher,NTH,FWD,,787000,787000,77.3093666927287,77.3093666927287
1000061,Callum Coleman-Jones,NTH,RUC,,230000,230000,22.5935887412041,22.5935887412041
1000223,Liam Baker,WCE,DEF,,833000,833000,81.8280844409695,81.8280844409695
1000932,Tom Doedee,BRL,DEF,,360000,360000,35.3638780297107,35.3638780297107
1000972,Willem Drew,PTA,MID,,788000,788000,77.4075996872557,77.4075996872557
1001017,Nick Larkey,NTH,FWD,,615000,615000,60.4132916340891,60.4132916340891
1001024,Ned Reeves,HAW,RUC,,482000,482000,47.3483033620016,47.3483033620016
1001026,Jordan Ridley,ESS,DEF,,663000,663000,65.1284753713839,65.1284753713839
1001195,Izak Rankine,ADE,MID/FWD,,915000,915000,89.8831899921814,89.8831899921814
1001299,Connor Rozee,PTA,DEF/MID,,1092000,1092000,107.270430023456,107.270430023456
1001396,Isaac Cumming,ADE,MID,,644000,644000,63.2620484753714,63.2620484753714
1001438,Bayley Fritsch,MEL,FWD,,665000,665000,65.3249413604379,65.3249413604379
1002138,Toby Pink,NTH,DEF,,496000,496000,48.7235652853792,48.7235652853792
1002143,Ben McKay,ESS,DEF,,409000,409000,40.1772947615325,40.1772947615325
1002220,Esava Ratugolea,PTA,DEF,,516000,516000,50.6882251759187,50.6882251759187
1002232,Andrew Brayshaw,FRE,MID,,1060000,1060000,104.126974198593,104.126974198593
1002239,Adam Cerra,CAR,MID,,997000,997000,97.9382955433933,97.9382955433933
1002245,Noah Balta,RIC,DEF/FWD,,553000,553000,54.3228459734167,54.3228459734167
1002251,Brent Daniels,GWS,FWD,,793000,793000,77.8987646598906,77.8987646598906
1002253,Kane Farrell,PTA,DEF,,818000,818000,80.3545895230649,80.3545895230649
1002256,Paddy Dow,STK,MID,,465000,465000,45.678342455043,45.678342455043
1002264,Hunter Clark,STK,MID,,644000,644000,63.2620484753714,63.2620484753714
1002267,Luke Davies-Uniacke,NTH,MID,,920000,920000,90.3743549648163,90.3743549648163
1002282,Charlie Spargo,NTH,FWD,,422000,422000,41.4543236903831,41.4543236903831
1002347,Jack Payne,BRL,DEF,,569000,569000,55.8945738858483,55.8945738858483
1002401,Brandon Starcevich,WCE,DEF,,479000,479000,47.0536043784207,47.0536043784207
1002403,Ben Miller,RIC,DEF,,607000,607000,59.6274276778733,59.6274276778733
1002795,Jordan Boyd,CAR,DEF,,485000,485000,47.6430023455825,47.6430023455825
1002947,Paul Curtis,NTH,FWD,,745000,745000,73.1835809225958,73.1835809225958
1003203,Hayden McLean,SYD,FWD,,548000,548000,53.8316810007819,53.8316810007819
1003520,Darragh Joyce,BRL,DEF,,352000,352000,34.5780140734949,34.5780140734949
1004034,Brandon Zerk-Thatcher,PTA,DEF,,496000,496000,48.7235652853792,48.7235652853792
1004095,Jack Lukosius,PTA,FWD,,585000,585000,57.4663017982799,57.4663017982799
1004530,Jacob Wehr,PTA,DEF/MID,,548000,548000,53.8316810007819,53.8316810007819
1004848,Dylan Stephens,NTH,MID,,670000,670000,65.8161063330727,65.8161063330727
1004863,Mitchell Hinge,ADE,DEF,,704000,704000,69.1560281469899,69.1560281469899
1004965,Tristan Xerri,NTH,RUC,,1101000,1101000,108.154526974199,108.154526974199
1004995,Jordon Butts,ADE,DEF,,276000,276000,27.1123064894449,27.1123064894449
1004998,Todd Marshall,PTA,FWD,,394000,394000,38.7037998436278,38.7037998436278
1005000,Laitham Vandermeer,WBD,FWD,,455000,455000,44.6960125097733,44.6960125097733
1005053,Noah Answerth,BRL,DEF,,608000,608000,59.7256606724003,59.7256606724003
1005152,Oscar Berry,MEL,DEF,,230000,230000,22.5935887412041,22.5935887412041
1005199,Elliott Himmelberg,GCS,FWD,,374000,374000,36.7391399530884,36.7391399530884
1005247,Sam Taylor,GWS,DEF,,649000,649000,63.7532134480063,63.7532134480063
1005326,Jackson Mead,PTA,MID,,538000,538000,52.8493510555121,52.8493510555121
1005330,Kade Chandler,MEL,FWD,,720000,720000,70.7277560594214,70.7277560594214
1005577,Sam Draper,BRL,RUC/FWD,,731000,731000,71.8083189992182,71.8083189992182
1005717,Nick Coffield,WBD,DEF,,473000,473000,46.4642064112588,46.4642064112588
